0.505664 , 8.13167 , 127.133 , 23.168 , 6.08206 , 233.343 , 0.366272 , 178.087 , 8.98245 , 0.323633 , 3.12637 , 0.911768 , 4.5519 , 0.285791 , 
0.503809 , 6.59083 , 251.64 , 558.773 , 5.28566 , 151.751 , 1.31613 , 88.3615 , 9.60482 , 0.468652 , 2.67568 , 0.156763 , 1.73391 , 0.333276 , 
0.501172 , 8.777 , 96.8939 , 108.434 , 1.20698 , 155.595 , 1.53357 , 65.985 , 8.13892 , 1.78555 , 1.86367 , 2.39248 , 4.16982 , 0.618066 , 
0.501172 , 8.777 , 96.8939 , 108.434 , 1.20698 , 155.595 , 1.53357 , 65.985 , 8.13892 , 1.78555 , 1.86367 , 2.39248 , 4.16982 , 0.618066 , 
0.503223 , 9.6725 , 93.7089 , 467.697 , 8.35765 , 446.508 , 3.75235 , 122.768 , 6.40714 , 1.48525 , 2.77236 , 1.57644 , 2.26248 , 0.354028 , 
0.5 , 5.05 , 150.05 , 350.05 , 5.05 , 350.05 , 2.125 , 100.05 , 5.05 , 2.1 , 2.1 , 2.6 , 2.6 , 0.6 , 
0.50166 , 5.36058 , 272.36 , 622.167 , 0.101208 , 248.295 , 0.61026 , 155.174 , 8.74679 , 1.88369 , 0.436426 , 1.93777 , 1.97927 , 0.664575 , 
0.505566 , 7.20717 , 22.5412 , 387.728 , 1.98646 , 577.056 , 1.55142 , 188.946 , 2.53029 , 3.89541 , 1.12783 , 1.17117 , 4.11306 , 0.958521 , 
0.503906 , 7.51533 , 144.485 , 651.472 , 6.93525 , 26.7563 , 3.06616 , 143.192 , 3.86084 , 0.111719 , 3.41641 , 4.6459 , 0.983789 , 0.893945 , 
0.50332 , 5.66633 , 57.1366 , 127.743 , 5.04758 , 101.428 , 2.83087 , 111.909 , 4.75754 , 2.66348 , 0.778711 , 1.75649 , 1.35366 , 0.808252 , 
0.50332 , 5.66633 , 57.1366 , 127.743 , 5.04758 , 101.428 , 2.83087 , 111.909 , 4.75754 , 2.66348 , 0.778711 , 1.75649 , 1.35366 , 0.808252 , 
0.705664 , 0.706665 , 52.1578 , 548.093 , 8.55706 , 408.318 , 1.30377 , 28.1621 , 1.55745 , 1.32363 , 0.126367 , 2.16177 , 0.801904 , 0.535791 , 
0.703516 , 1.323 , 274.081 , 377.048 , 4.29106 , 309.382 , 1.53723 , 127.478 , 9.32808 , 2.77383 , 3.67227 , 1.92861 , 3.79385 , 0.662012 , 
0.703809 , 4.11583 , 176.665 , 33.8476 , 7.76066 , 676.676 , 0.378632 , 138.337 , 2.17982 , 1.46865 , 1.67568 , 1.40676 , 2.98391 , 0.583276 , 
0.504492 , 9.36433 , 264.929 , 374.827 , 8.8906 , 431.899 , 1.76703 , 71.4022 , 2.24871 , 1.34902 , 3.53066 , 3.25796 , 0.418604 , 0.795068 , 
0.703906 , 5.04033 , 69.5104 , 126.547 , 9.41025 , 551.681 , 2.12866 , 93.2175 , 6.33584 , 1.11172 , 0.416406 , 3.3959 , 4.73379 , 0.643945 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.705273 , 4.424 , 298.609 , 305.794 , 2.80945 , 125.009 , 2.36395 , 193.411 , 4.2113 , 2.68887 , 3.87051 , 3.16519 , 2.35708 , 0.518701 , 
0.70166 , 2.88558 , 197.385 , 97.2419 , 2.57621 , 423.27 , 1.54776 , 5.24879 , 1.32179 , 0.883691 , 3.43643 , 0.687769 , 3.22927 , 0.914575 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
0.504395 , 5.9745 , 184.353 , 34.702 , 2.92909 , 75.7118 , 1.08084 , 57.4688 , 9.26403 , 2.90127 , 1.53604 , 3.82986 , 1.32742 , 0.372095 , 
