0.455,4.96,149.96,349.96,4.96,349.96,2.125,99.96,4.96,2.01,2.01,2.51,2.51,0.51
0.6775,2.485,224.935,174.985,7.435,174.985,3.0625,49.985,2.485,3.01,1.01,3.76,1.26,0.76
0.2325,7.435,74.985,524.935,2.485,524.935,1.1875,149.935,7.435,1.01,3.01,1.26,3.76,0.26
0.34375,3.7225,187.4475,87.4975,8.6725,612.4225,0.71875,124.9475,1.2475,3.51,1.51,3.135,0.635,0.385
0.78875,8.6725,37.4975,437.4475,3.7225,262.4725,2.59375,24.9975,6.1975,1.51,3.51,0.635,3.135,0.885
0.56625,1.2475,112.4725,262.4725,1.2475,437.4475,3.53125,174.9225,3.7225,0.51,0.51,1.885,1.885,0.635
0.12125,6.1975,262.4225,612.4225,6.1975,87.4975,1.65625,74.9725,8.6725,2.51,2.51,4.385,4.385,0.135
0.176875,3.10375,93.72875,481.19125,5.57875,131.24125,0.484375,187.41625,1.86625,0.26,2.76,4.0725,2.8225,0.6975
0.621875,8.05375,243.67875,131.24125,0.62875,481.19125,2.359375,87.46625,6.81625,2.26,0.76,1.5725,0.3225,0.1975
0.844375,0.62875,168.70375,656.16625,3.10375,306.21625,3.296875,137.44125,4.34125,3.26,3.76,0.3225,4.0725,0.4475
0.399375,5.57875,18.75375,306.21625,8.05375,656.16625,1.421875,37.49125,9.29125,1.26,1.76,2.8225,1.5725,0.9475
0.288125,1.86625,281.16625,393.70375,4.34125,568.67875,0.953125,62.47875,0.62875,3.76,3.26,2.1975,3.4475,0.8225
0.733125,6.81625,131.21625,43.75375,9.29125,218.72875,2.828125,162.42875,5.57875,1.76,1.26,4.6975,0.9475,0.3225
0.510625,4.34125,56.24125,568.67875,6.81625,393.70375,3.765625,12.50375,3.10375,0.76,2.26,3.4475,4.6975,0.0725
0.065625,9.29125,206.19125,218.72875,1.86625,43.75375,1.890625,112.45375,8.05375,2.76,0.26,0.9475,2.1975,0.5725
0.0934375,4.650625,253.050625,284.344375,2.794375,240.600625,2.2421875,168.675625,7.744375,1.635,1.635,4.22875,4.22875,0.16625
0.5384375,9.600625,103.100625,634.294375,7.744375,590.550625,0.3671875,68.725625,2.794375,3.635,3.635,1.72875,1.72875,0.66625
0.7609375,2.175625,28.125625,109.369375,5.269375,65.625625,1.3046875,118.700625,5.269375,2.635,0.635,0.47875,2.97875,0.91625
0.3159375,7.125625,178.075625,459.319375,0.319375,415.575625,3.1796875,18.750625,0.319375,0.635,2.635,2.97875,0.47875,0.41625
0.4271875,0.938125,140.588125,196.856875,6.506875,503.063125,2.7109375,93.713125,8.981875,2.135,0.135,2.35375,4.85375,0.29125
0.8721875,5.888125,290.538125,546.806875,1.556875,153.113125,0.8359375,193.663125,4.031875,0.135,2.135,4.85375,2.35375,0.79125
0.6496875,3.413125,215.563125,21.881875,4.031875,678.038125,1.7734375,43.738125,6.506875,1.135,1.135,3.60375,3.60375,0.54125
0.2046875,8.363125,65.613125,371.831875,8.981875,328.088125,3.6484375,143.688125,1.556875,3.135,3.135,1.10375,1.10375,0.04125
0.1490625,1.556875,159.331875,590.550625,8.363125,284.344375,2.4765625,31.244375,9.600625,1.885,3.385,0.16625,1.41625,0.60375
0.5940625,6.506875,9.381875,240.600625,3.413125,634.294375,0.6015625,131.194375,4.650625,3.885,1.385,2.66625,3.91625,0.10375
0.8165625,4.031875,84.356875,415.575625,0.938125,109.369375,1.5390625,81.219375,7.125625,2.885,2.385,3.91625,0.16625,0.35375
0.3715625,8.981875,234.306875,65.625625,5.888125,459.319375,3.4140625,181.169375,2.175625,0.885,0.385,1.41625,2.66625,0.85375
0.2603125,2.794375,46.869375,678.038125,2.175625,371.831875,2.9453125,106.206875,8.363125,2.385,2.885,3.29125,2.04125,0.97875
0.7053125,7.744375,196.819375,328.088125,7.125625,21.881875,1.0703125,6.256875,3.413125,0.385,0.885,0.79125,4.54125,0.47875
0.4828125,0.319375,271.794375,503.063125,9.600625,546.806875,2.0078125,156.181875,5.888125,1.385,3.885,2.04125,0.79125,0.22875
0.0378125,5.269375,121.844375,153.113125,4.650625,196.856875,3.8828125,56.231875,0.938125,3.385,1.885,4.54125,3.29125,0.72875
0.05171875,2.6396875,182.7615625,404.6396875,6.9709375,448.3834375,1.24609375,134.3178125,5.7334375,0.1975,0.8225,0.713125,1.806875,0.181875
0.49671875,7.5896875,32.8115625,54.6896875,2.0209375,98.4334375,3.12109375,34.3678125,0.7834375,2.1975,2.8225,3.213125,4.306875,0.681875
0.71921875,0.1646875,107.7865625,579.6146875,4.4959375,623.3584375,2.18359375,184.2928125,8.2084375,3.1975,1.8225,4.463125,0.556875,0.931875
0.27421875,5.1146875,257.7365625,229.6646875,9.4459375,273.4084375,0.30859375,84.3428125,3.2584375,1.1975,3.8225,1.963125,3.056875,0.431875
0.38546875,1.4021875,70.2990625,492.1271875,3.2584375,185.9209375,1.71484375,9.3803125,6.9709375,3.6975,1.3225,2.588125,2.431875,0.306875
0.83046875,6.3521875,220.2490625,142.1771875,8.2084375,535.8709375,3.58984375,109.3303125,2.0209375,1.6975,3.3225,0.088125,4.931875,0.806875
0.60796875,3.8771875,295.2240625,667.1021875,5.7334375,10.9459375,2.65234375,59.3553125,9.4459375,0.6975,0.3225,1.338125,1.181875,0.556875
0.16296875,8.8271875,145.2740625,317.1521875,0.7834375,360.8959375,0.77734375,159.3053125,4.4959375,2.6975,2.3225,3.838125,3.681875,0.056875
0.21859375,0.7834375,238.9928125,98.4334375,1.4021875,404.6396875,1.48046875,71.8490625,6.3521875,0.4475,2.0725,4.775625,3.994375,0.619375
0.66359375,5.7334375,89.0428125,448.3834375,6.3521875,54.6896875,3.35546875,171.7990625,1.4021875,2.4475,0.0725,2.275625,1.494375,0.119375
0.88609375,3.2584375,14.0678125,273.4084375,8.8271875,579.6146875,2.41796875,21.8740625,8.8271875,3.4475,3.0725,1.025625,2.744375,0.369375
0.44109375,8.2084375,164.0178125,623.3584375,3.8771875,229.6646875,0.54296875,121.8240625,3.8771875,1.4475,1.0725,3.525625,0.244375,0.869375
0.32984375,4.4959375,126.5303125,10.9459375,7.5896875,317.1521875,1.94921875,196.7865625,5.1146875,3.9475,3.5725,1.650625,4.619375,0.994375
