0.75,4.96,349.96,349.96,4.96,4.96,4.96,2.12,299.96,2.01,2.01,2.51,2.51,0.51,2.5
0.88,2.48,524.93,174.98,7.44,2.48,7.44,1.19,149.98,3.01,1.01,3.76,1.26,0.76,1.25
0.62,7.44,174.98,524.93,2.48,7.44,2.48,3.06,449.93,1.01,3.01,1.26,3.76,0.26,3.75
0.69,3.72,437.45,87.5,8.67,8.67,1.25,2.59,75,3.51,1.51,3.13,0.64,0.38,3.12
0.94,8.67,87.5,437.45,3.72,3.72,6.2,0.72,374.95,1.51,3.51,0.64,3.13,0.88,0.62
0.81,1.25,262.47,262.47,1.25,6.2,8.67,3.53,224.97,0.51,0.51,1.88,1.88,0.64,4.38
0.56,6.2,612.42,612.42,6.2,1.25,3.72,1.66,524.92,2.51,2.51,4.38,4.38,0.14,1.88
0.59,3.1,218.73,481.19,5.58,1.87,0.63,3.77,112.49,0.26,2.76,4.07,2.82,0.7,0.94
0.84,8.05,568.68,131.24,0.63,6.82,5.58,1.89,412.44,2.26,0.76,1.57,0.32,0.2,3.44
0.97,0.63,393.7,656.17,3.1,4.34,8.05,2.83,262.47,3.26,3.76,0.32,4.07,0.45,2.19
0.72,5.58,43.75,306.22,8.05,9.29,3.1,0.95,562.42,1.26,1.76,2.82,1.57,0.95,4.69
0.66,1.87,656.17,393.7,4.34,8.05,1.87,1.42,37.5,3.76,3.26,2.2,3.45,0.82,2.81
0.91,6.82,306.22,43.75,9.29,3.1,6.82,3.3,337.45,1.76,1.26,4.7,0.95,0.32,0.31
0.78,4.34,131.24,568.68,6.82,5.58,9.29,0.48,187.48,0.76,2.26,3.45,4.7,0.07,4.06
0.53,9.29,481.19,218.73,1.87,0.63,4.34,2.36,487.43,2.76,0.26,0.95,2.2,0.57,1.56
0.55,4.65,590.55,284.34,2.79,3.41,5.27,3.41,468.68,1.64,1.64,4.23,4.23,0.17,3.91
0.8,9.6,240.6,634.29,7.74,8.36,0.32,1.54,168.73,3.63,3.63,1.73,1.73,0.67,1.41
0.92,2.18,65.63,109.37,5.27,0.94,2.79,2.48,318.71,2.63,0.64,0.48,2.98,0.92,2.66
0.67,7.13,415.58,459.32,0.32,5.89,7.74,0.6,18.76,0.64,2.63,2.98,0.48,0.42,0.16
0.73,0.94,328.09,196.86,6.51,7.13,6.51,2.01,543.67,2.13,0.14,2.35,4.85,0.29,2.03
0.98,5.89,678.04,546.81,1.56,2.18,1.56,3.88,243.72,0.14,2.13,4.85,2.35,0.79,4.53
