0.5,5.05,150.05,350.05,5.05,350.05,2.125,100.05,5.05,2.1,2.1,2.6,2.6,0.6
0.7,2.575,225.025,175.075,7.525,175.075,3.0625,50.075,2.575,3.1,1.1,3.85,1.35,0.85
0.3,7.525,75.075,525.025,2.575,525.025,1.1875,150.025,7.525,1.1,3.1,1.35,3.85,0.35
0.4,3.8125,187.5375,87.5875,8.7625,612.5125,0.71875,125.0375,1.3375,3.6,1.6,3.225,0.725,0.475
0.8,8.7625,37.5875,437.5375,3.8125,262.5625,2.59375,25.0875,6.2875,1.6,3.6,0.725,3.225,0.975
0.6,1.3375,112.5625,262.5625,1.3375,437.5375,3.53125,175.0125,3.8125,0.6,0.6,1.975,1.975,0.725
0.2,6.2875,262.5125,612.5125,6.2875,87.5875,1.65625,75.0625,8.7625,2.6,2.6,4.475,4.475,0.225
0.25,3.19375,93.81875,481.28125,5.66875,131.33125,0.484375,187.50625,1.95625,0.35,2.85,4.1625,2.9125,0.7875
0.65,8.14375,243.76875,131.33125,0.71875,481.28125,2.359375,87.55625,6.90625,2.35,0.85,1.6625,0.4125,0.2875
0.85,0.71875,168.79375,656.25625,3.19375,306.30625,3.296875,137.53125,4.43125,3.35,3.85,0.4125,4.1625,0.5375
0.45,5.66875,18.84375,306.30625,8.14375,656.25625,1.421875,37.58125,9.38125,1.35,1.85,2.9125,1.6625,1.0375
0.35,1.95625,281.25625,393.79375,4.43125,568.76875,0.953125,62.56875,0.71875,3.85,3.35,2.2875,3.5375,0.9125
0.75,6.90625,131.30625,43.84375,9.38125,218.81875,2.828125,162.51875,5.66875,1.85,1.35,4.7875,1.0375,0.4125
0.55,4.43125,56.33125,568.76875,6.90625,393.79375,3.765625,12.59375,3.19375,0.85,2.35,3.5375,4.7875,0.1625
0.15,9.38125,206.28125,218.81875,1.95625,43.84375,1.890625,112.54375,8.14375,2.85,0.35,1.0375,2.2875,0.6625
0.175,4.740625,253.140625,284.434375,2.884375,240.690625,2.2421875,168.765625,7.834375,1.725,1.725,4.31875,4.31875,0.25625
0.575,9.690625,103.190625,634.384375,7.834375,590.640625,0.3671875,68.815625,2.884375,3.725,3.725,1.81875,1.81875,0.75625
0.775,2.265625,28.215625,109.459375,5.359375,65.715625,1.3046875,118.790625,5.359375,2.725,0.725,0.56875,3.06875,1.00625
0.375,7.215625,178.165625,459.409375,0.409375,415.665625,3.1796875,18.840625,0.409375,0.725,2.725,3.06875,0.56875,0.50625
0.475,1.028125,140.678125,196.946875,6.596875,503.153125,2.7109375,93.803125,9.071875,2.225,0.225,2.44375,4.94375,0.38125
0.875,5.978125,290.628125,546.896875,1.646875,153.203125,0.8359375,193.753125,4.121875,0.225,2.225,4.94375,2.44375,0.88125
0.675,3.503125,215.653125,21.971875,4.121875,678.128125,1.7734375,43.828125,6.596875,1.225,1.225,3.69375,3.69375,0.63125
0.275,8.453125,65.703125,371.921875,9.071875,328.178125,3.6484375,143.778125,1.646875,3.225,3.225,1.19375,1.19375,0.13125
0.225,1.646875,159.421875,590.640625,8.453125,284.434375,2.4765625,31.334375,9.690625,1.975,3.475,0.25625,1.50625,0.69375
0.625,6.596875,9.471875,240.690625,3.503125,634.384375,0.6015625,131.284375,4.740625,3.975,1.475,2.75625,4.00625,0.19375
0.825,4.121875,84.446875,415.665625,1.028125,109.459375,1.5390625,81.309375,7.215625,2.975,2.475,4.00625,0.25625,0.44375
0.425,9.071875,234.396875,65.715625,5.978125,459.409375,3.4140625,181.259375,2.265625,0.975,0.475,1.50625,2.75625,0.94375
0.325,2.884375,46.959375,678.128125,2.265625,371.921875,2.9453125,106.296875,8.453125,2.475,2.975,3.38125,2.13125,1.06875
