0.54 , 6.09 , 247.69 , 6.76 , 0.33 , 5.47 , 9.29 , 2.42 , 107 , 1.85 , 3.69 , 2.14 , 2.52 , 0.38 , 3.83 , 
0.75 , 4.96 , 349.96 , 349.96 , 4.96 , 4.96 , 4.96 , 2.12 , 299.96 , 2.01 , 2.01 , 2.51 , 2.51 , 0.51 , 2.5 , 
0.61 , 1.01 , 78.78 , 223.68 , 1.25 , 5.1 , 1.49 , 3.85 , 85.1 , 0.69 , 2.75 , 0.61 , 1.13 , 0.31 , 1.67 , 
0.55 , 0.83 , 138.33 , 159.86 , 4.35 , 7.63 , 0.93 , 3.47 , 125.75 , 2.73 , 2.32 , 2.61 , 0.8 , 0.91 , 1.8 , 
0.88 , 2.48 , 524.93 , 174.98 , 7.44 , 2.48 , 7.44 , 1.19 , 149.98 , 3.01 , 1.01 , 3.76 , 1.26 , 0.76 , 1.25 , 
0.86 , 5.96 , 428.73 , 573.63 , 6.2 , 0.15 , 6.44 , 1.97 , 385.05 , 2.69 , 0.75 , 3.11 , 3.63 , 0.81 , 4.17 , 
0.62 , 7.44 , 174.98 , 524.93 , 2.48 , 7.44 , 2.48 , 3.06 , 449.93 , 1.01 , 3.01 , 1.26 , 3.76 , 0.26 , 3.75 , 
0.8 , 5.78 , 488.28 , 509.81 , 9.3 , 2.68 , 5.88 , 1.6 , 425.7 , 0.73 , 0.32 , 0.11 , 3.3 , 0.41 , 4.3 , 
0.69 , 3.72 , 437.45 , 87.5 , 8.67 , 8.67 , 1.25 , 2.59 , 75 , 3.51 , 1.51 , 3.13 , 0.64 , 0.38 , 3.12 , 
0.98 , 3.48 , 603.71 , 48.71 , 8.67 , 7.58 , 8.92 , 2.91 , 235.08 , 3.69 , 3.75 , 4.36 , 2.38 , 0.56 , 0.42 , 
0.93 , 3.31 , 663.26 , 334.84 , 6.82 , 5.16 , 8.36 , 2.53 , 275.72 , 1.73 , 3.32 , 1.36 , 2.05 , 0.16 , 0.55 , 
0.73 , 8.43 , 253.76 , 398.66 , 3.72 , 2.63 , 3.97 , 1.03 , 535.03 , 1.69 , 1.75 , 1.86 , 4.88 , 0.06 , 2.92 , 
0.94 , 8.67 , 87.5 , 437.45 , 3.72 , 3.72 , 6.2 , 0.72 , 374.95 , 1.51 , 3.51 , 0.64 , 3.13 , 0.88 , 0.62 , 
0.68 , 8.26 , 313.31 , 684.79 , 1.87 , 0.21 , 3.41 , 0.66 , 575.67 , 3.73 , 1.32 , 3.86 , 4.55 , 0.66 , 3.05 , 
0.74 , 4.54 , 400.8 , 72.38 , 5.59 , 1.44 , 2.17 , 2.07 , 50.76 , 1.23 , 3.82 , 0.73 , 0.17 , 0.53 , 4.93 , 
0.81 , 1.25 , 262.47 , 262.47 , 1.25 , 6.2 , 8.67 , 3.53 , 224.97 , 0.51 , 0.51 , 1.88 , 1.88 , 0.64 , 4.38 , 
0.56 , 6.2 , 612.42 , 612.42 , 6.2 , 1.25 , 3.72 , 1.66 , 524.92 , 2.51 , 2.51 , 4.38 , 4.38 , 0.14 , 1.88 , 
0.59 , 3.1 , 218.73 , 481.19 , 5.58 , 1.87 , 0.63 , 3.77 , 112.49 , 0.26 , 2.76 , 4.07 , 2.82 , 0.7 , 0.94 , 
0.84 , 8.05 , 568.68 , 131.24 , 0.63 , 6.82 , 5.58 , 1.89 , 412.44 , 2.26 , 0.76 , 1.57 , 0.32 , 0.2 , 3.44 , 
0.67 , 4.72 , 516.22 , 311.17 , 7.44 , 3.87 , 0.25 , 1.5 , 10.12 , 3.19 , 3.25 , 3.74 , 0.51 , 0.19 , 4.8 , 
0.97 , 0.63 , 393.7 , 656.17 , 3.1 , 4.34 , 8.05 , 2.83 , 262.47 , 3.26 , 3.76 , 0.32 , 4.07 , 0.45 , 2.19 , 
0.99 , 9.49 , 50.85 , 422.33 , 0.64 , 6.39 , 7.12 , 3.94 , 350.71 , 3.23 , 1.82 , 3.23 , 2.67 , 0.03 , 2.43 , 
0.92 , 9.67 , 166.27 , 661.12 , 2.49 , 8.82 , 5.2 , 3.38 , 310.07 , 1.19 , 1.25 , 1.24 , 3.01 , 0.69 , 2.3 , 
0.72 , 5.58 , 43.75 , 306.22 , 8.05 , 9.29 , 3.1 , 0.95 , 562.42 , 1.26 , 1.76 , 2.82 , 1.57 , 0.95 , 4.69 , 
0.87 , 2.07 , 225.82 , 247.35 , 3.11 , 3.92 , 9.6 , 1.13 , 200.73 , 2.23 , 2.82 , 4.48 , 1.42 , 0.28 , 3.68 , 
0.8 , 2.25 , 341.25 , 136.2 , 0.01 , 1.39 , 7.68 , 0.57 , 160.09 , 0.19 , 2.25 , 2.49 , 1.76 , 0.94 , 3.55 , 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
0.55 , 7.2 , 691.2 , 486.15 , 4.96 , 6.34 , 2.73 , 2.44 , 460.04 , 2.19 , 0.25 , 4.99 , 4.26 , 0.44 , 1.05 , 
0.56 , 1.94 , 406.86 , 376.79 , 9.6 , 9.12 , 7.37 , 3.5 , 516.28 , 1.32 , 1.87 , 0.46 , 2.23 , 0.84 , 3.39 , 
0.62 , 7.02 , 575.77 , 597.3 , 8.06 , 8.87 , 4.65 , 3 , 500.68 , 0.23 , 0.82 , 1.98 , 3.92 , 0.78 , 1.18 , 
0.59 , 2.69 , 269.56 , 378.58 , 8.68 , 9.49 , 0.32 , 0.89 , 13.26 , 2.98 , 0.57 , 1.67 , 3.61 , 0.34 , 2.12 , 
0.81 , 6.89 , 56.91 , 26.84 , 4.65 , 4.17 , 2.42 , 1.62 , 216.33 , 3.32 , 3.87 , 2.96 , 4.73 , 0.34 , 0.89 , 
0.94 , 4.41 , 231.89 , 551.76 , 2.18 , 6.65 , 4.89 , 2.56 , 366.31 , 2.32 , 0.87 , 4.21 , 0.98 , 0.09 , 4.64 , 
0.69 , 9.36 , 581.84 , 201.81 , 7.13 , 1.7 , 9.84 , 0.68 , 66.36 , 0.32 , 2.87 , 1.71 , 3.48 , 0.59 , 2.14 , 
0.84 , 7.64 , 619.51 , 28.63 , 3.73 , 4.54 , 5.27 , 2.77 , 313.21 , 0.98 , 2.57 , 4.17 , 1.11 , 0.84 , 4.62 , 
0.75 , 3.17 , 144.4 , 464.27 , 0.94 , 0.46 , 6.13 , 2.09 , 591.27 , 2.82 , 0.37 , 3.58 , 1.6 , 0.72 , 0.26 , 
0.96 , 0.21 , 444.54 , 553.56 , 1.26 , 7.01 , 7.74 , 1.83 , 163.24 , 1.98 , 1.57 , 2.92 , 4.86 , 0.59 , 0.87 , 
0.71 , 5.16 , 94.59 , 203.61 , 6.21 , 2.06 , 2.79 , 3.71 , 463.19 , 3.98 , 3.57 , 0.42 , 2.36 , 0.09 , 3.37 , 
0.65 , 1.45 , 532.03 , 466.07 , 0.02 , 0.83 , 1.55 , 2.3 , 88.25 , 1.48 , 1.07 , 4.8 , 2.98 , 0.22 , 3.99 , 
0.9 , 6.4 , 182.08 , 116.12 , 4.97 , 5.78 , 6.5 , 0.42 , 388.2 , 3.48 , 3.07 , 2.3 , 0.48 , 0.72 , 1.49 , 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
0.77 , 3.92 , 7.1 , 641.04 , 7.44 , 3.3 , 8.98 , 3.24 , 238.23 , 2.48 , 0.07 , 1.05 , 4.23 , 0.97 , 2.74 , 
0.52 , 8.87 , 357.05 , 291.09 , 2.49 , 8.25 , 4.03 , 1.36 , 538.18 , 0.48 , 2.07 , 3.55 , 1.73 , 0.47 , 0.24 , 
0.66 , 1.87 , 656.17 , 393.7 , 4.34 , 8.05 , 1.87 , 1.42 , 37.5 , 3.76 , 3.26 , 2.2 , 3.45 , 0.82 , 2.81 , 
0.53 , 1.6 , 324.24 , 542.62 , 5.43 , 2.22 , 8.51 , 2.83 , 247.6 , 3.17 , 3.26 , 2.37 , 3.37 , 0.89 , 2.66 , 
0.78 , 6.55 , 674.19 , 192.67 , 0.48 , 7.17 , 3.56 , 0.95 , 547.55 , 1.17 , 1.26 , 4.87 , 0.87 , 0.39 , 0.16 , 
0.91 , 6.82 , 306.22 , 43.75 , 9.29 , 3.1 , 6.82 , 3.3 , 337.45 , 1.76 , 1.26 , 4.7 , 0.95 , 0.32 , 0.31 , 
0.78 , 4.34 , 131.24 , 568.68 , 6.82 , 5.58 , 9.29 , 0.48 , 187.48 , 0.76 , 2.26 , 3.45 , 4.7 , 0.07 , 4.06 , 
0.91 , 4.08 , 499.22 , 367.65 , 2.96 , 4.69 , 1.09 , 3.76 , 97.63 , 0.17 , 2.26 , 3.62 , 4.62 , 0.14 , 3.91 , 
0.53 , 9.29 , 481.19 , 218.73 , 1.87 , 0.63 , 4.34 , 2.36 , 487.43 , 2.76 , 0.26 , 0.95 , 2.2 , 0.57 , 1.56 , 
1 , 8.12 , 494.35 , 114.32 , 5.89 , 5.41 , 1.18 , 3.96 , 291.32 , 0.82 , 2.37 , 1.08 , 4.1 , 0.22 , 2.76 , 
0.66 , 9.03 , 149.27 , 17.7 , 7.91 , 9.64 , 6.04 , 1.89 , 397.58 , 2.17 , 0.26 , 1.12 , 2.12 , 0.64 , 1.41 , 
0.55 , 4.65 , 590.55 , 284.34 , 2.79 , 3.41 , 5.27 , 3.41 , 468.68 , 1.64 , 1.64 , 4.23 , 4.23 , 0.17 , 3.91 , 
0.87 , 0.7 , 669.32 , 639.25 , 8.37 , 2.94 , 3.66 , 1.15 , 441.29 , 1.82 , 1.37 , 2.33 , 0.35 , 0.47 , 1.51 , 
0.72 , 2.84 , 586.71 , 630.11 , 4.2 , 8.41 , 9.75 , 0.48 , 172.61 , 0.67 , 2.76 , 4.25 , 2.75 , 0.52 , 0.79 , 
0.97 , 7.79 , 236.76 , 280.16 , 9.15 , 3.46 , 4.8 , 2.36 , 472.56 , 2.67 , 0.76 , 1.75 , 0.25 , 0.02 , 3.29 , 
0.62 , 5.65 , 319.37 , 289.3 , 3.42 , 7.89 , 8.61 , 3.03 , 141.34 , 3.82 , 3.37 , 4.83 , 2.85 , 0.97 , 4.01 , 
0.8 , 9.6 , 240.6 , 634.29 , 7.74 , 8.36 , 0.32 , 1.54 , 168.73 , 3.63 , 3.63 , 1.73 , 1.73 , 0.67 , 1.41 , 
0.59 , 3.79 , 538.09 , 158.07 , 4.03 , 8.51 , 6.75 , 0.92 , 553.78 , 1.07 , 3.12 , 3.9 , 4.42 , 0.41 , 3.08 , 
0.84 , 0.37 , 61.78 , 455.13 , 6.67 , 5.93 , 2.33 , 1.42 , 22.64 , 3.67 , 3.76 , 0.5 , 4 , 0.27 , 2.04 , 
0.92 , 2.18 , 65.63 , 109.37 , 5.27 , 0.94 , 2.79 , 2.48 , 318.71 , 2.63 , 0.64 , 0.48 , 2.98 , 0.92 , 2.66 , 
0.84 , 8.74 , 188.14 , 508.02 , 8.98 , 3.56 , 1.8 , 2.79 , 253.83 , 3.07 , 1.12 , 1.4 , 1.92 , 0.91 , 0.58 , 
0.59 , 5.32 , 411.73 , 105.18 , 1.72 , 0.98 , 7.28 , 3.3 , 322.59 , 1.67 , 1.76 , 3 , 1.5 , 0.77 , 4.54 , 
0.97 , 1.32 , 13.17 , 333.04 , 6.51 , 6.03 , 4.28 , 1.85 , 403.8 , 2.07 , 2.12 , 0.15 , 3.17 , 0.66 , 4.33 , 
0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
0.67 , 7.13 , 415.58 , 459.32 , 0.32 , 5.89 , 7.74 , 0.6 , 18.76 , 0.64 , 2.63 , 2.98 , 0.48 , 0.42 , 0.16 , 
0.62 , 4.7 , 105.52 , 323.9 , 1.1 , 0.36 , 7.9 , 1.65 , 210.11 , 3.42 , 2.01 , 3.31 , 1.19 , 0.33 , 3.6 , 
0.72 , 6.27 , 363.12 , 682.99 , 1.56 , 1.08 , 9.23 , 3.73 , 103.85 , 0.07 , 0.12 , 2.65 , 0.67 , 0.16 , 1.83 , 
