0.75 , 0.86 , 9.93 , 250.6 , 0.26 , 9.64 , 0.86 , 0.38 , 6.27 , 0.53 , 0.44 , 0.86 , 0.31 , 0.6 , 21.77 , 
0.63 , 0.16 , 9.63 , 299.37 , 0.04 , 7.81 , 0.16 , 0.17 , 2.15 , 0.74 , 1.42 , 0.34 , 0.62 , 0.75 , 2.21 , 
0.76 , 0.14 , 5.75 , 526.56 , 0.5 , 6.41 , 0.14 , 0.75 , 5.17 , 2.94 , 1.41 , 0.71 , 0.59 , 0.89 , 6.3 , 
0.79 , 0.87 , 4.32 , 175.51 , 0.98 , 1.95 , 0.87 , 0.12 , 1.31 , 0.48 , 0.8 , 0.43 , 0.93 , 0.95 , 13.32 , 
0.67 , 0.9 , 2.17 , 34.89 , 0.33 , 5.4 , 0.9 , 0.38 , 0.51 , 2.03 , 2.05 , 0.93 , 0.32 , 0.65 , 18.4 , 
0.68 , 0.3 , 6.19 , 696.78 , 0.22 , 6.51 , 0.3 , 0.16 , 1.74 , 2.83 , 1.53 , 0.85 , 0.92 , 0.9 , 15.18 , 
0.84 , 0.21 , 1.17 , 125.86 , 0.97 , 1.47 , 0.21 , 0.63 , 8.5 , 0.67 , 1.34 , 0.65 , 0.74 , 0.16 , 6.1 , 
0.75 , 0.27 , 9.27 , 41.17 , 0.55 , 5.23 , 0.27 , 0.7 , 2.51 , 1.36 , 1.56 , 0.42 , 0.47 , 0.75 , 2.9 , 
0.66 , 0.06 , 5.01 , 50.71 , 0.46 , 7.65 , 0.06 , 0.04 , 2.93 , 1.67 , 0.48 , 0.76 , 0.49 , 0.15 , 29.37 , 
0.69 , 0.27 , 1.67 , 626.99 , 0.86 , 4.98 , 0.27 , 0.68 , 2.16 , 0.44 , 1.78 , 0.63 , 0.92 , 0.39 , 19.18 , 
0.66 , 0.75 , 1.98 , 619.51 , 0.05 , 7.47 , 0.75 , 0.16 , 7.44 , 2.89 , 0.36 , 0.85 , 0.5 , 0.17 , 10.08 , 
0.68 , 0.71 , 1.16 , 25.46 , 0.37 , 7.48 , 0.71 , 0.49 , 2.28 , 2.05 , 2.23 , 0.39 , 0.39 , 0.71 , 17.67 , 
0.66 , 0.47 , 4.02 , 107.23 , 0.44 , 2.11 , 0.47 , 0.66 , 2.4 , 1.86 , 0.52 , 0.6 , 0.62 , 0.94 , 23.63 , 
0.76 , 0.18 , 7.74 , 637.86 , 0.82 , 3.32 , 0.18 , 0.6 , 1.81 , 2.47 , 0.4 , 0.54 , 0.68 , 0.56 , 20.08 , 
0.66 , 0.25 , 5.7 , 462.23 , 0.68 , 5.89 , 0.25 , 0.85 , 2.67 , 1.72 , 1.06 , 0.81 , 0.55 , 0.73 , 26.31 , 
